block_id,corridor_id,date,start_time,end_time,available,expected_train_count,traffic_level
B-006908,C16,2026-09-22,14:00,16:00,1,1,LOW
B-006909,C16,2026-09-22,16:00,18:00,1,2,LOW
B-006910,C16,2026-09-22,18:00,20:00,0,6,HIGH
B-006911,C16,2026-09-22,20:00,22:00,1,4,MEDIUM
B-006912,C16,2026-09-22,22:00,00:00,1,3,MEDIUM
B-006913,C17,2026-09-22,00:00,02:00,1,2,LOW
B-006914,C17,2026-09-22,02:00,04:00,1,1,LOW
B-006915,C17,2026-09-22,04:00,06:00,1,3,MEDIUM
B-006916,C17,2026-09-22,06:00,08:00,1,4,MEDIUM
B-006917,C17,2026-09-22,08:00,10:00,0,8,HIGH
B-006918,C17,2026-09-22,10:00,12:00,0,5,MEDIUM
B-006919,C17,2026-09-22,12:00,14:00,1,0,LOW
B-006920,C17,2026-09-22,14:00,16:00,1,2,LOW
B-006921,C17,2026-09-22,16:00,18:00,1,2,LOW
B-006922,C17,2026-09-22,18:00,20:00,1,4,MEDIUM
B-006923,C17,2026-09-22,20:00,22:00,1,3,MEDIUM
B-006924,C17,2026-09-22,22:00,00:00,1,0,LOW
B-006925,C18,2026-09-22,00:00,02:00,1,1,LOW
B-006926,C18,2026-09-22,02:00,04:00,1,2,LOW
B-006927,C18,2026-09-22,04:00,06:00,1,3,MEDIUM
B-006928,C18,2026-09-22,06:00,08:00,1,0,LOW
B-006929,C18,2026-09-22,08:00,10:00,0,6,HIGH
B-006930,C18,2026-09-22,10:00,12:00,1,4,MEDIUM
B-006931,C18,2026-09-22,12:00,14:00,1,2,LOW
B-006932,C18,2026-09-22,14:00,16:00,1,3,MEDIUM
B-006933,C18,2026-09-22,16:00,18:00,1,4,MEDIUM
B-006934,C18,2026-09-22,18:00,20:00,0,8,HIGH
B-006935,C18,2026-09-22,20:00,22:00,0,8,HIGH
B-006936,C18,2026-09-22,22:00,00:00,1,1,LOW
B-006937,C19,2026-09-22,00:00,02:00,0,6,HIGH
B-006938,C19,2026-09-22,02:00,04:00,1,2,LOW
B-006939,C19,2026-09-22,04:00,06:00,1,1,LOW
B-006940,C19,2026-09-22,06:00,08:00,1,0,LOW
B-006941,C19,2026-09-22,08:00,10:00,1,3,MEDIUM
B-006942,C19,2026-09-22,10:00,12:00,0,9,HIGH
B-006943,C19,2026-09-22,12:00,14:00,0,5,MEDIUM
B-006944,C19,2026-09-22,14:00,16:00,1,2,LOW
B-006945,C19,2026-09-22,16:00,18:00,1,2,LOW
B-006946,C19,2026-09-22,18:00,20:00,0,8,HIGH
B-006947,C19,2026-09-22,20:00,22:00,0,6,HIGH
B-006948,C19,2026-09-22,22:00,00:00,1,3,MEDIUM
B-006949,C20,2026-09-22,00:00,02:00,1,3,MEDIUM
B-006950,C20,2026-09-22,02:00,04:00,1,3,MEDIUM
B-006951,C20,2026-09-22,04:00,06:00,1,2,LOW
B-006952,C20,2026-09-22,06:00,08:00,1,4,MEDIUM
B-006953,C20,2026-09-22,08:00,10:00,0,6,HIGH
B-006954,C20,2026-09-22,10:00,12:00,0,7,HIGH
B-006955,C20,2026-09-22,12:00,14:00,1,2,LOW
B-006956,C20,2026-09-22,14:00,16:00,1,0,LOW
B-006957,C20,2026-09-22,16:00,18:00,1,4,MEDIUM
B-006958,C20,2026-09-22,18:00,20:00,0,7,HIGH
B-006959,C20,2026-09-22,20:00,22:00,0,5,MEDIUM
B-006960,C20,2026-09-22,22:00,00:00,1,4,MEDIUM
B-006961,C01,2026-09-23,00:00,02:00,1,1,LOW
B-006962,C01,2026-09-23,02:00,04:00,1,4,MEDIUM
B-006963,C01,2026-09-23,04:00,06:00,1,1,LOW
B-006964,C01,2026-09-23,06:00,08:00,1,4,MEDIUM
B-006965,C01,2026-09-23,08:00,10:00,1,4,MEDIUM
B-006966,C01,2026-09-23,10:00,12:00,0,5,MEDIUM
B-006967,C01,2026-09-23,12:00,14:00,1,4,MEDIUM
B-006968,C01,2026-09-23,14:00,16:00,0,5,MEDIUM
B-006969,C01,2026-09-23,16:00,18:00,1,4,MEDIUM
B-006970,C01,2026-09-23,18:00,20:00,0,5,MEDIUM
B-006971,C01,2026-09-23,20:00,22:00,0,7,HIGH
B-006972,C01,2026-09-23,22:00,00:00,0,0,LOW
B-006973,C02,2026-09-23,00:00,02:00,1,4,MEDIUM
B-006974,C02,2026-09-23,02:00,04:00,1,3,MEDIUM
B-006975,C02,2026-09-23,04:00,06:00,1,1,LOW
B-006976,C02,2026-09-23,06:00,08:00,1,1,LOW
B-006977,C02,2026-09-23,08:00,10:00,1,4,MEDIUM
B-006978,C02,2026-09-23,10:00,12:00,0,5,MEDIUM
B-006979,C02,2026-09-23,12:00,14:00,1,3,MEDIUM
B-006980,C02,2026-09-23,14:00,16:00,1,2,LOW
B-006981,C02,2026-09-23,16:00,18:00,1,0,LOW
B-006982,C02,2026-09-23,18:00,20:00,0,6,HIGH
B-006983,C02,2026-09-23,20:00,22:00,1,4,MEDIUM
B-006984,C02,2026-09-23,22:00,00:00,1,2,LOW
B-006985,C03,2026-09-23,00:00,02:00,1,4,MEDIUM
B-006986,C03,2026-09-23,02:00,04:00,1,0,LOW
B-006987,C03,2026-09-23,04:00,06:00,1,3,MEDIUM
B-006988,C03,2026-09-23,06:00,08:00,1,3,MEDIUM
B-006989,C03,2026-09-23,08:00,10:00,1,4,MEDIUM
B-006990,C03,2026-09-23,10:00,12:00,1,4,MEDIUM
B-006991,C03,2026-09-23,12:00,14:00,1,1,LOW
B-006992,C03,2026-09-23,14:00,16:00,0,1,LOW
B-006993,C03,2026-09-23,16:00,18:00,0,1,LOW
B-006994,C03,2026-09-23,18:00,20:00,0,7,HIGH
B-006995,C03,2026-09-23,20:00,22:00,0,11,HIGH
B-006996,C03,2026-09-23,22:00,00:00,1,3,MEDIUM
B-006997,C04,2026-09-23,00:00,02:00,1,2,LOW
B-006998,C04,2026-09-23,02:00,04:00,1,2,LOW
B-006999,C04,2026-09-23,04:00,06:00,1,3,MEDIUM
B-007000,C04,2026-09-23,06:00,08:00,1,2,LOW
B-007001,C04,2026-09-23,08:00,10:00,0,9,HIGH
B-007002,C04,2026-09-23,10:00,12:00,0,8,HIGH
B-007003,C04,2026-09-23,12:00,14:00,0,2,LOW
B-007004,C04,2026-09-23,14:00,16:00,0,5,MEDIUM
B-007005,C04,2026-09-23,16:00,18:00,1,2,LOW
B-007006,C04,2026-09-23,18:00,20:00,0,5,MEDIUM
B-007007,C04,2026-09-23,20:00,22:00,0,7,HIGH
B-007008,C04,2026-09-23,22:00,00:00,1,0,LOW
B-007009,C05,2026-09-23,00:00,02:00,1,2,LOW
B-007010,C05,2026-09-23,02:00,04:00,1,1,LOW
B-007011,C05,2026-09-23,04:00,06:00,0,6,HIGH
B-007012,C05,2026-09-23,06:00,08:00,1,1,LOW
B-007013,C05,2026-09-23,08:00,10:00,0,5,MEDIUM
B-007014,C05,2026-09-23,10:00,12:00,0,6,HIGH
B-007015,C05,2026-09-23,12:00,14:00,0,5,MEDIUM
B-007016,C05,2026-09-23,14:00,16:00,1,0,LOW
B-007017,C05,2026-09-23,16:00,18:00,0,5,MEDIUM
B-007018,C05,2026-09-23,18:00,20:00,1,4,MEDIUM
B-007019,C05,2026-09-23,20:00,22:00,0,9,HIGH
B-007020,C05,2026-09-23,22:00,00:00,1,1,LOW
B-007021,C06,2026-09-23,00:00,02:00,1,3,MEDIUM
B-007022,C06,2026-09-23,02:00,04:00,0,5,MEDIUM
B-007023,C06,2026-09-23,04:00,06:00,1,2,LOW
B-007024,C06,2026-09-23,06:00,08:00,1,1,LOW
B-007025,C06,2026-09-23,08:00,10:00,0,6,HIGH
B-007026,C06,2026-09-23,10:00,12:00,0,5,MEDIUM
B-007027,C06,2026-09-23,12:00,14:00,1,1,LOW
B-007028,C06,2026-09-23,14:00,16:00,1,4,MEDIUM
B-007029,C06,2026-09-23,16:00,18:00,1,4,MEDIUM
B-007030,C06,2026-09-23,18:00,20:00,0,10,HIGH
B-007031,C06,2026-09-23,20:00,22:00,0,5,MEDIUM
B-007032,C06,2026-09-23,22:00,00:00,1,2,LOW
B-007033,C07,2026-09-23,00:00,02:00,1,1,LOW
B-007034,C07,2026-09-23,02:00,04:00,1,2,LOW
B-007035,C07,2026-09-23,04:00,06:00,0,2,LOW
B-007036,C07,2026-09-23,06:00,08:00,0,3,MEDIUM
B-007037,C07,2026-09-23,08:00,10:00,0,8,HIGH
B-007038,C07,2026-09-23,10:00,12:00,0,5,MEDIUM
B-007039,C07,2026-09-23,12:00,14:00,1,4,MEDIUM
B-007040,C07,2026-09-23,14:00,16:00,0,4,MEDIUM
B-007041,C07,2026-09-23,16:00,18:00,0,5,MEDIUM
B-007042,C07,2026-09-23,18:00,20:00,1,3,MEDIUM
B-007043,C07,2026-09-23,20:00,22:00,0,7,HIGH
B-007044,C07,2026-09-23,22:00,00:00,1,4,MEDIUM
B-007045,C08,2026-09-23,00:00,02:00,1,2,LOW
B-007046,C08,2026-09-23,02:00,04:00,1,4,MEDIUM
B-007047,C08,2026-09-23,04:00,06:00,1,3,MEDIUM
B-007048,C08,2026-09-23,06:00,08:00,1,3,MEDIUM
B-007049,C08,2026-09-23,08:00,10:00,0,7,HIGH
B-007050,C08,2026-09-23,10:00,12:00,0,6,HIGH
B-007051,C08,2026-09-23,12:00,14:00,1,2,LOW
B-007052,C08,2026-09-23,14:00,16:00,1,3,MEDIUM
B-007053,C08,2026-09-23,16:00,18:00,1,4,MEDIUM
B-007054,C08,2026-09-23,18:00,20:00,0,7,HIGH
B-007055,C08,2026-09-23,20:00,22:00,0,5,MEDIUM
B-007056,C08,2026-09-23,22:00,00:00,0,4,MEDIUM
B-007057,C09,2026-09-23,00:00,02:00,1,1,LOW
B-007058,C09,2026-09-23,02:00,04:00,1,1,LOW
B-007059,C09,2026-09-23,04:00,06:00,1,3,MEDIUM
B-007060,C09,2026-09-23,06:00,08:00,0,1,LOW
B-007061,C09,2026-09-23,08:00,10:00,1,2,LOW
B-007062,C09,2026-09-23,10:00,12:00,0,6,HIGH
B-007063,C09,2026-09-23,12:00,14:00,0,5,MEDIUM
B-007064,C09,2026-09-23,14:00,16:00,0,0,LOW
B-007065,C09,2026-09-23,16:00,18:00,1,3,MEDIUM
B-007066,C09,2026-09-23,18:00,20:00,0,6,HIGH
B-007067,C09,2026-09-23,20:00,22:00,1,4,MEDIUM
B-007068,C09,2026-09-23,22:00,00:00,1,1,LOW
B-007069,C10,2026-09-23,00:00,02:00,1,1,LOW
B-007070,C10,2026-09-23,02:00,04:00,1,2,LOW
B-007071,C10,2026-09-23,04:00,06:00,0,3,MEDIUM
B-007072,C10,2026-09-23,06:00,08:00,1,1,LOW
B-007073,C10,2026-09-23,08:00,10:00,0,6,HIGH
B-007074,C10,2026-09-23,10:00,12:00,0,9,HIGH
B-007075,C10,2026-09-23,12:00,14:00,1,0,LOW
B-007076,C10,2026-09-23,14:00,16:00,1,4,MEDIUM
B-007077,C10,2026-09-23,16:00,18:00,1,2,LOW
B-007078,C10,2026-09-23,18:00,20:00,0,7,HIGH
B-007079,C10,2026-09-23,20:00,22:00,0,12,HIGH
B-007080,C10,2026-09-23,22:00,00:00,0,5,MEDIUM
B-007081,C11,2026-09-23,00:00,02:00,1,1,LOW
B-007082,C11,2026-09-23,02:00,04:00,1,2,LOW
B-007083,C11,2026-09-23,04:00,06:00,1,2,LOW
B-007084,C11,2026-09-23,06:00,08:00,1,4,MEDIUM
B-007085,C11,2026-09-23,08:00,10:00,1,4,MEDIUM
B-007086,C11,2026-09-23,10:00,12:00,0,6,HIGH
B-007087,C11,2026-09-23,12:00,14:00,1,3,MEDIUM
B-007088,C11,2026-09-23,14:00,16:00,1,2,LOW
B-007089,C11,2026-09-23,16:00,18:00,1,4,MEDIUM
B-007090,C11,2026-09-23,18:00,20:00,1,4,MEDIUM
B-007091,C11,2026-09-23,20:00,22:00,0,7,HIGH
B-007092,C11,2026-09-23,22:00,00:00,1,3,MEDIUM
B-007093,C12,2026-09-23,00:00,02:00,1,4,MEDIUM
B-007094,C12,2026-09-23,02:00,04:00,1,2,LOW
B-007095,C12,2026-09-23,04:00,06:00,1,1,LOW
B-007096,C12,2026-09-23,06:00,08:00,1,2,LOW
B-007097,C12,2026-09-23,08:00,10:00,0,5,MEDIUM
B-007098,C12,2026-09-23,10:00,12:00,0,8,HIGH
B-007099,C12,2026-09-23,12:00,14:00,1,1,LOW
B-007100,C12,2026-09-23,14:00,16:00,1,3,MEDIUM
B-007101,C12,2026-09-23,16:00,18:00,1,3,MEDIUM
B-007102,C12,2026-09-23,18:00,20:00,0,6,HIGH
B-007103,C12,2026-09-23,20:00,22:00,0,5,MEDIUM
B-007104,C12,2026-09-23,22:00,00:00,0,1,LOW
B-007105,C13,2026-09-23,00:00,02:00,1,4,MEDIUM
B-007106,C13,2026-09-23,02:00,04:00,1,2,LOW
B-007107,C13,2026-09-23,04:00,06:00,1,2,LOW
B-007108,C13,2026-09-23,06:00,08:00,1,2,LOW
B-007109,C13,2026-09-23,08:00,10:00,0,7,HIGH
B-007110,C13,2026-09-23,10:00,12:00,1,4,MEDIUM
B-007111,C13,2026-09-23,12:00,14:00,1,1,LOW
B-007112,C13,2026-09-23,14:00,16:00,1,1,LOW
B-007113,C13,2026-09-23,16:00,18:00,1,2,LOW
B-007114,C13,2026-09-23,18:00,20:00,0,7,HIGH
B-007115,C13,2026-09-23,20:00,22:00,0,6,HIGH
B-007116,C13,2026-09-23,22:00,00:00,1,1,LOW
B-007117,C14,2026-09-23,00:00,02:00,1,2,LOW
B-007118,C14,2026-09-23,02:00,04:00,1,4,MEDIUM
B-007119,C14,2026-09-23,04:00,06:00,1,3,MEDIUM
B-007120,C14,2026-09-23,06:00,08:00,1,2,LOW
B-007121,C14,2026-09-23,08:00,10:00,0,6,HIGH
B-007122,C14,2026-09-23,10:00,12:00,0,8,HIGH
B-007123,C14,2026-09-23,12:00,14:00,1,3,MEDIUM
B-007124,C14,2026-09-23,14:00,16:00,1,2,LOW
B-007125,C14,2026-09-23,16:00,18:00,1,2,LOW
B-007126,C14,2026-09-23,18:00,20:00,0,10,HIGH
B-007127,C14,2026-09-23,20:00,22:00,0,6,HIGH
B-007128,C14,2026-09-23,22:00,00:00,1,4,MEDIUM
B-007129,C15,2026-09-23,00:00,02:00,1,4,MEDIUM
B-007130,C15,2026-09-23,02:00,04:00,1,3,MEDIUM
B-007131,C15,2026-09-23,04:00,06:00,1,2,LOW
B-007132,C15,2026-09-23,06:00,08:00,0,4,MEDIUM
B-007133,C15,2026-09-23,08:00,10:00,0,5,MEDIUM
B-007134,C15,2026-09-23,10:00,12:00,0,7,HIGH
B-007135,C15,2026-09-23,12:00,14:00,1,3,MEDIUM
B-007136,C15,2026-09-23,14:00,16:00,1,3,MEDIUM
B-007137,C15,2026-09-23,16:00,18:00,1,3,MEDIUM
B-007138,C15,2026-09-23,18:00,20:00,0,7,HIGH
B-007139,C15,2026-09-23,20:00,22:00,0,8,HIGH
B-007140,C15,2026-09-23,22:00,00:00,1,2,LOW
B-007141,C16,2026-09-23,00:00,02:00,1,1,LOW
B-007142,C16,2026-09-23,02:00,04:00,0,6,HIGH
B-007143,C16,2026-09-23,04:00,06:00,1,4,MEDIUM
B-007144,C16,2026-09-23,06:00,08:00,1,4,MEDIUM
B-007145,C16,2026-09-23,08:00,10:00,0,7,HIGH
B-007146,C16,2026-09-23,10:00,12:00,0,7,HIGH
B-007147,C16,2026-09-23,12:00,14:00,1,1,LOW
B-007148,C16,2026-09-23,14:00,16:00,1,4,MEDIUM
B-007149,C16,2026-09-23,16:00,18:00,1,2,LOW
B-007150,C16,2026-09-23,18:00,20:00,1,3,MEDIUM
B-007151,C16,2026-09-23,20:00,22:00,0,8,HIGH
B-007152,C16,2026-09-23,22:00,00:00,1,3,MEDIUM
B-007153,C17,2026-09-23,00:00,02:00,1,3,MEDIUM
B-007154,C17,2026-09-23,02:00,04:00,0,6,HIGH
B-007155,C17,2026-09-23,04:00,06:00,1,4,MEDIUM
B-007156,C17,2026-09-23,06:00,08:00,1,2,LOW
B-007157,C17,2026-09-23,08:00,10:00,0,8,HIGH
B-007158,C17,2026-09-23,10:00,12:00,0,6,HIGH
B-007159,C17,2026-09-23,12:00,14:00,1,2,LOW
B-007160,C17,2026-09-23,14:00,16:00,0,5,MEDIUM
B-007161,C17,2026-09-23,16:00,18:00,1,4,MEDIUM
B-007162,C17,2026-09-23,18:00,20:00,0,9,HIGH
B-007163,C17,2026-09-23,20:00,22:00,0,6,HIGH
B-007164,C17,2026-09-23,22:00,00:00,1,3,MEDIUM
B-007165,C18,2026-09-23,00:00,02:00,1,1,LOW
B-007166,C18,2026-09-23,02:00,04:00,1,2,LOW
B-007167,C18,2026-09-23,04:00,06:00,1,3,MEDIUM
B-007168,C18,2026-09-23,06:00,08:00,1,2,LOW
B-007169,C18,2026-09-23,08:00,10:00,0,7,HIGH
B-007170,C18,2026-09-23,10:00,12:00,0,5,MEDIUM
B-007171,C18,2026-09-23,12:00,14:00,1,3,MEDIUM
B-007172,C18,2026-09-23,14:00,16:00,1,2,LOW
B-007173,C18,2026-09-23,16:00,18:00,1,3,MEDIUM
B-007174,C18,2026-09-23,18:00,20:00,1,3,MEDIUM
B-007175,C18,2026-09-23,20:00,22:00,0,5,MEDIUM
B-007176,C18,2026-09-23,22:00,00:00,1,3,MEDIUM
B-007177,C19,2026-09-23,00:00,02:00,1,4,MEDIUM
B-007178,C19,2026-09-23,02:00,04:00,1,1,LOW
B-007179,C19,2026-09-23,04:00,06:00,1,3,MEDIUM
B-007180,C19,2026-09-23,06:00,08:00,1,3,MEDIUM
B-007181,C19,2026-09-23,08:00,10:00,0,8,HIGH
B-007182,C19,2026-09-23,10:00,12:00,1,4,MEDIUM
B-007183,C19,2026-09-23,12:00,14:00,1,0,LOW
B-007184,C19,2026-09-23,14:00,16:00,1,2,LOW
B-007185,C19,2026-09-23,16:00,18:00,1,2,LOW
B-007186,C19,2026-09-23,18:00,20:00,0,7,HIGH
B-007187,C19,2026-09-23,20:00,22:00,0,5,MEDIUM
B-007188,C19,2026-09-23,22:00,00:00,1,1,LOW
B-007189,C20,2026-09-23,00:00,02:00,0,6,HIGH
B-007190,C20,2026-09-23,02:00,04:00,1,2,LOW
B-007191,C20,2026-09-23,04:00,06:00,1,3,MEDIUM
B-007192,C20,2026-09-23,06:00,08:00,1,1,LOW
B-007193,C20,2026-09-23,08:00,10:00,1,4,MEDIUM
B-007194,C20,2026-09-23,10:00,12:00,0,6,HIGH
B-007195,C20,2026-09-23,12:00,14:00,1,4,MEDIUM
B-007196,C20,2026-09-23,14:00,16:00,1,3,MEDIUM
B-007197,C20,2026-09-23,16:00,18:00,1,3,MEDIUM
B-007198,C20,2026-09-23,18:00,20:00,0,7,HIGH
B-007199,C20,2026-09-23,20:00,22:00,1,4,MEDIUM
B-007200,C20,2026-09-23,22:00,00:00,1,3,MEDIUM
B-007201,C01,2026-09-24,00:00,02:00,1,2,LOW
B-007202,C01,2026-09-24,02:00,04:00,1,3,MEDIUM
B-007203,C01,2026-09-24,04:00,06:00,1,2,LOW
B-007204,C01,2026-09-24,06:00,08:00,1,3,MEDIUM
B-007205,C01,2026-09-24,08:00,10:00,0,9,HIGH
B-007206,C01,2026-09-24,10:00,12:00,0,6,HIGH
B-007207,C01,2026-09-24,12:00,14:00,0,5,MEDIUM
B-007208,C01,2026-09-24,14:00,16:00,0,5,MEDIUM
B-007209,C01,2026-09-24,16:00,18:00,1,1,LOW
B-007210,C01,2026-09-24,18:00,20:00,1,4,MEDIUM
B-007211,C01,2026-09-24,20:00,22:00,0,5,MEDIUM
B-007212,C01,2026-09-24,22:00,00:00,1,0,LOW
B-007213,C02,2026-09-24,00:00,02:00,1,1,LOW
B-007214,C02,2026-09-24,02:00,04:00,0,3,MEDIUM
B-007215,C02,2026-09-24,04:00,06:00,1,3,MEDIUM
B-007216,C02,2026-09-24,06:00,08:00,0,5,MEDIUM
B-007217,C02,2026-09-24,08:00,10:00,1,4,MEDIUM
B-007218,C02,2026-09-24,10:00,12:00,0,7,HIGH
B-007219,C02,2026-09-24,12:00,14:00,0,6,HIGH
B-007220,C02,2026-09-24,14:00,16:00,1,1,LOW
B-007221,C02,2026-09-24,16:00,18:00,1,1,LOW
B-007222,C02,2026-09-24,18:00,20:00,0,7,HIGH
B-007223,C02,2026-09-24,20:00,22:00,0,6,HIGH
B-007224,C02,2026-09-24,22:00,00:00,0,1,LOW
B-007225,C03,2026-09-24,00:00,02:00,1,1,LOW
B-007226,C03,2026-09-24,02:00,04:00,1,0,LOW
B-007227,C03,2026-09-24,04:00,06:00,1,2,LOW
B-007228,C03,2026-09-24,06:00,08:00,1,2,LOW
B-007229,C03,2026-09-24,08:00,10:00,1,3,MEDIUM
B-007230,C03,2026-09-24,10:00,12:00,0,5,MEDIUM
B-007231,C03,2026-09-24,12:00,14:00,1,2,LOW
B-007232,C03,2026-09-24,14:00,16:00,1,3,MEDIUM
B-007233,C03,2026-09-24,16:00,18:00,1,3,MEDIUM
B-007234,C03,2026-09-24,18:00,20:00,0,7,HIGH
B-007235,C03,2026-09-24,20:00,22:00,0,5,MEDIUM
B-007236,C03,2026-09-24,22:00,00:00,0,3,MEDIUM
B-007237,C04,2026-09-24,00:00,02:00,1,0,LOW
B-007238,C04,2026-09-24,02:00,04:00,1,3,MEDIUM
B-007239,C04,2026-09-24,04:00,06:00,1,3,MEDIUM
B-007240,C04,2026-09-24,06:00,08:00,1,1,LOW
B-007241,C04,2026-09-24,08:00,10:00,0,7,HIGH
B-007242,C04,2026-09-24,10:00,12:00,0,5,MEDIUM
B-007243,C04,2026-09-24,12:00,14:00,1,2,LOW
B-007244,C04,2026-09-24,14:00,16:00,1,3,MEDIUM
B-007245,C04,2026-09-24,16:00,18:00,1,4,MEDIUM
B-007246,C04,2026-09-24,18:00,20:00,0,6,HIGH
B-007247,C04,2026-09-24,20:00,22:00,0,5,MEDIUM
B-007248,C04,2026-09-24,22:00,00:00,1,2,LOW
B-007249,C05,2026-09-24,00:00,02:00,1,0,LOW
B-007250,C05,2026-09-24,02:00,04:00,1,3,MEDIUM
B-007251,C05,2026-09-24,04:00,06:00,1,2,LOW
B-007252,C05,2026-09-24,06:00,08:00,1,0,LOW
B-007253,C05,2026-09-24,08:00,10:00,0,10,HIGH
B-007254,C05,2026-09-24,10:00,12:00,0,7,HIGH
B-007255,C05,2026-09-24,12:00,14:00,1,3,MEDIUM
B-007256,C05,2026-09-24,14:00,16:00,1,2,LOW
B-007257,C05,2026-09-24,16:00,18:00,1,3,MEDIUM
B-007258,C05,2026-09-24,18:00,20:00,0,5,MEDIUM
B-007259,C05,2026-09-24,20:00,22:00,0,5,MEDIUM
B-007260,C05,2026-09-24,22:00,00:00,1,4,MEDIUM
B-007261,C06,2026-09-24,00:00,02:00,1,2,LOW
B-007262,C06,2026-09-24,02:00,04:00,1,4,MEDIUM
B-007263,C06,2026-09-24,04:00,06:00,1,2,LOW
B-007264,C06,2026-09-24,06:00,08:00,0,3,MEDIUM
B-007265,C06,2026-09-24,08:00,10:00,0,7,HIGH
B-007266,C06,2026-09-24,10:00,12:00,0,8,HIGH
B-007267,C06,2026-09-24,12:00,14:00,1,3,MEDIUM
B-007268,C06,2026-09-24,14:00,16:00,1,0,LOW
B-007269,C06,2026-09-24,16:00,18:00,1,0,LOW
B-007270,C06,2026-09-24,18:00,20:00,0,9,HIGH
B-007271,C06,2026-09-24,20:00,22:00,1,3,MEDIUM
B-007272,C06,2026-09-24,22:00,00:00,0,2,LOW
B-007273,C07,2026-09-24,00:00,02:00,1,3,MEDIUM
B-007274,C07,2026-09-24,02:00,04:00,1,3,MEDIUM
B-007275,C07,2026-09-24,04:00,06:00,1,0,LOW
B-007276,C07,2026-09-24,06:00,08:00,0,2,LOW
B-007277,C07,2026-09-24,08:00,10:00,0,5,MEDIUM
B-007278,C07,2026-09-24,10:00,12:00,0,8,HIGH
B-007279,C07,2026-09-24,12:00,14:00,1,4,MEDIUM
B-007280,C07,2026-09-24,14:00,16:00,1,4,MEDIUM
B-007281,C07,2026-09-24,16:00,18:00,1,2,LOW
B-007282,C07,2026-09-24,18:00,20:00,0,9,HIGH
B-007283,C07,2026-09-24,20:00,22:00,0,8,HIGH
B-007284,C07,2026-09-24,22:00,00:00,0,6,HIGH
B-007285,C08,2026-09-24,00:00,02:00,1,3,MEDIUM
B-007286,C08,2026-09-24,02:00,04:00,1,1,LOW
B-007287,C08,2026-09-24,04:00,06:00,1,2,LOW
B-007288,C08,2026-09-24,06:00,08:00,0,5,MEDIUM
B-007289,C08,2026-09-24,08:00,10:00,1,4,MEDIUM
B-007290,C08,2026-09-24,10:00,12:00,0,8,HIGH
B-007291,C08,2026-09-24,12:00,14:00,1,1,LOW
B-007292,C08,2026-09-24,14:00,16:00,1,1,LOW
B-007293,C08,2026-09-24,16:00,18:00,0,4,MEDIUM
B-007294,C08,2026-09-24,18:00,20:00,1,4,MEDIUM
B-007295,C08,2026-09-24,20:00,22:00,0,5,MEDIUM
B-007296,C08,2026-09-24,22:00,00:00,1,2,LOW
B-007297,C09,2026-09-24,00:00,02:00,1,4,MEDIUM
B-007298,C09,2026-09-24,02:00,04:00,1,1,LOW
B-007299,C09,2026-09-24,04:00,06:00,0,3,MEDIUM
B-007300,C09,2026-09-24,06:00,08:00,1,3,MEDIUM
B-007301,C09,2026-09-24,08:00,10:00,0,6,HIGH
B-007302,C09,2026-09-24,10:00,12:00,0,10,HIGH
B-007303,C09,2026-09-24,12:00,14:00,1,3,MEDIUM
B-007304,C09,2026-09-24,14:00,16:00,1,1,LOW
B-007305,C09,2026-09-24,16:00,18:00,1,0,LOW
B-007306,C09,2026-09-24,18:00,20:00,1,4,MEDIUM
B-007307,C09,2026-09-24,20:00,22:00,0,7,HIGH
B-007308,C09,2026-09-24,22:00,00:00,1,1,LOW
B-007309,C10,2026-09-24,00:00,02:00,0,5,MEDIUM
B-007310,C10,2026-09-24,02:00,04:00,1,4,MEDIUM
B-007311,C10,2026-09-24,04:00,06:00,1,3,MEDIUM
B-007312,C10,2026-09-24,06:00,08:00,1,2,LOW
B-007313,C10,2026-09-24,08:00,10:00,0,6,HIGH
B-007314,C10,2026-09-24,10:00,12:00,0,8,HIGH
B-007315,C10,2026-09-24,12:00,14:00,1,3,MEDIUM
B-007316,C10,2026-09-24,14:00,16:00,1,2,LOW
B-007317,C10,2026-09-24,16:00,18:00,1,3,MEDIUM
B-007318,C10,2026-09-24,18:00,20:00,1,3,MEDIUM
B-007319,C10,2026-09-24,20:00,22:00,0,6,HIGH
B-007320,C10,2026-09-24,22:00,00:00,1,1,LOW
B-007321,C11,2026-09-24,00:00,02:00,1,4,MEDIUM
B-007322,C11,2026-09-24,02:00,04:00,1,3,MEDIUM
B-007323,C11,2026-09-24,04:00,06:00,1,4,MEDIUM
B-007324,C11,2026-09-24,06:00,08:00,1,1,LOW
B-007325,C11,2026-09-24,08:00,10:00,0,6,HIGH
B-007326,C11,2026-09-24,10:00,12:00,0,5,MEDIUM
B-007327,C11,2026-09-24,12:00,14:00,1,2,LOW
B-007328,C11,2026-09-24,14:00,16:00,0,5,MEDIUM
B-007329,C11,2026-09-24,16:00,18:00,1,3,MEDIUM
B-007330,C11,2026-09-24,18:00,20:00,0,5,MEDIUM
B-007331,C11,2026-09-24,20:00,22:00,0,5,MEDIUM
B-007332,C11,2026-09-24,22:00,00:00,1,1,LOW
B-007333,C12,2026-09-24,00:00,02:00,0,3,MEDIUM
B-007334,C12,2026-09-24,02:00,04:00,1,4,MEDIUM
B-007335,C12,2026-09-24,04:00,06:00,0,5,MEDIUM
